Vds,Ids (Vg=2.5V)_x,Ids (Vg=2.5V)_y,Ids (Vg=3.0V),Ids (Vg=4.0V),Ids (Vg=6.0V),Ids (Vg=8.0V),Ids (Vg=10.0V),Ids (Vg=12.0V),Ids (Vg=15.0V)
0.1980764179104477,,1.064673631840796,,,,,,,
0.2091214925373134,,,,,19.564875621890547,,,,
0.2093529850746268,,,,14.306512437810946,,,,,
0.2176449253731343,1.0540694029850746,,,,,,,,
0.2273967164179104,,,,,,,,20.38969154228856,
0.2323048756218905,,,,,,,,,20.247094527363185
0.2366171144278607,,,,,,,20.08455223880597,,
0.2388063681592039,,,6.70149552238806,,,,,,
0.2430513432835821,1.181429253731343,,,,,,,,
0.2508789054726368,,1.1127678606965177,,,,,,,
0.2513434328358209,,,,17.02234825870647,,,,,
0.2553900497512437,,,,,22.80330348258707,,,,
0.2733000995024876,,,,,,,,23.72144278606965,
0.2747594029850746,,,,,,,,,23.741333333333333
0.2774793532338309,,,,,,,23.552253731343285,,
0.2851740796019901,,,7.91210447761194,,,,,,
0.2966830845771144,,,,,26.098203980099505,,,,
0.2993037313432836,,,,19.843522388059704,,,,,
0.2995025373134328,,1.2487544278606966,,,,,,,
0.2995689552238806,1.396347711442786,,,,,,,,
0.3153565174129353,,,,,,,,27.11776616915423,
0.3195356716417911,,,,,,,,,27.10943781094527
0.3215588059701492,,,,,,26.922094527363186,,,
0.3225870149253731,,,,,,,26.89887562189055,,
0.3248423880597015,1.1721427860696516,,,,,,,,
0.3373129353233831,,,,,29.038174129353227,,,,
0.3434169651741294,,,,22.56176119402985,,,,,
0.3443457213930349,,,8.548932835820896,,,,,,
0.3479280099502487,1.3910432338308458,,,,,,,,
0.3487907462686566,,1.3001688557213928,,,,,,,
0.3493874626865671,,,,,,,,30.139313432835824,
0.3507803482587064,,,,,,,,,30.149238805970143
0.3515101990049751,,,,,,,29.94524378109453,,
0.3626865671641791,,,,,,29.99801990049751,,,
0.3787731343283582,,,,,32.21419402985074,,,,
0.380033383084577,,,,25.11837313432836,,,,,
0.3804315920398011,,,9.35986368159204,,,,,,
0.3899172139303482,,,,,,,,,33.409597014925374
0.3907132835820895,,,,,,,,33.351621890547264,
0.393432935323383,,,,,,,33.22720895522388,,
0.3954894029850746,1.2537324378109451,,,,,,,,
0.3998673134328358,,1.4643519900497513,,,,,,,
0.4076284577114427,,,,,,33.289542288557215,,,
0.4260362189054726,,,,,35.44215422885572,,,,
0.4336316915422886,,,,,,,,36.75287562189055,
0.4342286567164179,,,9.960148258706466,,,,,,
0.43529,,,,27.809656716417912,,,,,
0.4373464676616916,,,,,,,36.54883084577114,,
0.4386072139303483,,,,,,,,,36.71306467661691
0.4459697512437812,1.3200667164179103,,,,,,,,
0.4500827860696517,,1.4145980099502489,,,,,,,
0.4532339800995024,,,,,,36.49888059701493,,,
0.4668328855721392,,,,,38.448407960199006,,,,
0.4709786567164178,,,,30.50412935323384,,,,,
0.4738311940298507,,,,,,,,39.84753731343284,
0.475688606965174,,,,,,,,,39.89229353233832
0.4766169154228856,,,,,,,39.66346766169155,,
0.4855060199004975,,,10.237094527363183,,,,,,
0.4885574129353234,,,,,,39.521009950248754,,,
