Iteracao	Timestamp	Corrente_Set (A)	NanoVolt (V)	Corrente_Calculada (A)	Agilent (V)	Tempo_Ciclo (s)
55	19:47:10.454412	27.5	-0.000222631959	-1.855266325	0.040209301	0.6627
56	19:47:12.096238	28.0	-0.000222571163	-1.8547596916666667	0.040220095	0.6359
57	19:47:13.738525	28.5	-0.000222587523	-1.854896025	0.040222103	0.6339
58	19:47:15.381431	29.0	-0.000222613543	-1.8551128583333334	0.04022135	0.6360
59	19:47:17.024761	29.5	-0.000222631612	-1.8552634333333333	0.040216204	0.6362
60	19:47:18.663959	30.0	-0.00022267433	-1.8556194166666666	0.040211937	0.6337
61	19:47:20.306227	30.5	-0.000222721212	-1.8560100999999998	0.040205284	0.6371
62	19:47:21.948827	31.0	-0.000222709906	-1.8559158833333333	0.040197377	0.6354
63	19:47:23.592198	31.5	-0.00022270039	-1.8558365833333332	0.040201519	0.6362
64	19:47:25.233271	32.0	-0.000222734233	-1.8561186083333334	0.040197879	0.6348
65	19:47:26.871235	32.5	-0.000222728159	-1.8560679916666665	0.04020177	0.6321
66	19:47:28.512996	33.0	-0.000222673686	-1.85561405	0.04019926	0.6356
67	19:47:30.170164	33.5	-0.000222712245	-1.8559353749999998	0.040191729	0.6508
68	19:47:31.810384	34.0	-0.00022276043	-1.8563369166666666	0.040186457	0.6329
69	19:47:33.454450	34.5	-0.000222754341	-1.856286175	0.040188466	0.6374
70	19:47:35.097137	35.0	-0.000222786187	-1.8565515583333334	0.040185453	0.6365
71	19:47:36.736791	35.5	-0.000222762094	-1.8563507833333333	0.040185202	0.6334
72	19:47:38.382760	36.0	-0.000222720525	-1.856004375	0.040176291	0.6387
73	19:47:40.042065	36.5	-0.000222769382	-1.8564115166666668	0.040167379	0.6504
74	19:47:41.695815	37.0	-0.000222764406	-1.85637005	0.040163865	0.6346
75	19:47:43.341226	37.5	-0.000222754499	-1.8562874916666665	0.040158217	0.6391
76	19:47:44.977798	38.0	-0.000222784106	-1.8565342166666665	0.040165246	0.6306
77	19:47:46.616254	38.5	-0.000222751225	-1.8562602083333333	0.04016512	0.6334
78	19:47:48.255574	39.0	-0.000222695027	-1.8557918916666665	0.040176416	0.6326
79	19:47:49.893853	39.5	-0.000217413535	-1.8117794583333333	0.041272401	0.6330
80	19:47:51.534703	40.0	-0.000220606552	-1.8383879333333333	0.040669182	0.6340
